varName;Deutsch;English;useInRule_1;Col5;Col6;Col7;Col8;shortNames;Col10;Col11;Col12;Col13;Col14;Col15;Col16;Col17
d4000_002;Luftlinie zum n‰chsten Beratungsstelle/Hilfswerk;as the crow flies to the next social advice center;0;d;4000_002;zum n‰chsten;BeratungsstelleHilfswerk;Beratungsstelle/Hilfswerk;;to the next;Social advice center;social advice center;Luftlinie;Luftlinie zum n‰chsten;as the crow flies;as the crow flies to the next
d4000_003;Luftlinie zum n‰chsten Familienzentrum;as the crow flies to the next family center;0;d;4000_003;zum n‰chsten;Familienzentrum;Familienzentrum;;to the next;Family center;family center;Luftlinie;Luftlinie zum n‰chsten;as the crow flies;as the crow flies to the next
d4000_004;Luftlinie zum n‰chsten Jugendfreizeithaus;as the crow flies to the next youth center;0;d;4000_004;zum n‰chsten;Jugendfreizeithaus;Jugendfreizeithaus;;to the next;Youth center;youth center;Luftlinie;Luftlinie zum n‰chsten;as the crow flies;as the crow flies to the next
d4000_005;Luftlinie zum n‰chsten Seniorentreff;as the crow flies to the next senior citizen center;0;d;4000_005;zum n‰chsten;Seniorentreff;Seniorentreff;;to the next;Senior citizen center;senior citizen center;Luftlinie;Luftlinie zum n‰chsten;as the crow flies;as the crow flies to the next
d4000_006;Luftlinie zur n‰chsten Integrationshilfe;as the crow flies to the next integration advice center;0;d;4000_006;zur n‰chsten;Integrationshilfe;Integrationshilfe;;to the next;Integration advice center;integration advice center;Luftlinie;Luftlinie zur n‰chsten;as the crow flies;as the crow flies to the next
d4000_007;Luftlinie zum n‰chsten Studentenwohnheim;as the crow flies to the next students dormitory;0;d;4000_007;zum n‰chsten;Studentenwohnheim;Studentenwohnheim;;to the next;Students dormitory;students dormitory;Luftlinie;Luftlinie zum n‰chsten;as the crow flies;as the crow flies to the next
d4000_008;Luftlinie zum n‰chsten Verein;as the crow flies to the next association;0;d;4000_008;zum n‰chsten;Verein;Verein;;to the next;Association;association;Luftlinie;Luftlinie zum n‰chsten;as the crow flies;as the crow flies to the next
d5000_001;Luftlinie zum n‰chsten Fernbahnhof;as the crow flies to the next train station;0.8;d;5000_001;zum n‰chsten;Fernbahnhof;Fernbahnhof;;to the next;Train station;train station;Luftlinie;Luftlinie zum n‰chsten;as the crow flies;as the crow flies to the next
d5000_002;Luftlinie zum n‰chsten Fernbusbahnhof;as the crow flies to the next bus station;0;d;5000_002;zum n‰chsten;Fernbusbahnhof;Fernbusbahnhof;;to the next;Bus station;bus station;Luftlinie;Luftlinie zum n‰chsten;as the crow flies;as the crow flies to the next
d5000_003;Luftlinie zum n‰chsten Flughafen;as the crow flies to the next airpot;0.8;d;5000_003;zum n‰chsten;Flughafen;Flughafen;;to the next;Airpot;airpot;Luftlinie;Luftlinie zum n‰chsten;as the crow flies;as the crow flies to the next
d5000_004;Luftlinie zum n‰chsten PKW-Parkplatz;as the crow flies to the next parking lot;0;d;5000_004;zum n‰chsten;PKWParkplatz;PKW-Parkplatz;;to the next;Parking lot;parking lot;Luftlinie;Luftlinie zum n‰chsten;as the crow flies;as the crow flies to the next
d5000_005;Luftlinie zur n‰chsten wichtigen Verkehrsengstelle;as the crow flies to the next important traffic bottleneck;0;d;5000_005;zur n‰chsten;wichtigeVerkehrsengstelle;wichtigen Verkehrsengstelle;x;to the next;Important traffic bottleneck;important traffic bottleneck;Luftlinie;Luftlinie zur n‰chsten;as the crow flies;as the crow flies to the next
d5000_006;Luftlinie zur n‰chsten Bushaltestelle;as the crow flies to the next bus stop;0;d;5000_006;zur n‰chsten;Bushaltestelle;Bushaltestelle;;to the next;Bus stop;bus stop;Luftlinie;Luftlinie zur n‰chsten;as the crow flies;as the crow flies to the next
d5000_007;Luftlinie zur n‰chsten U-Bahn/Tram-Haltestelle;as the crow flies to the next subway/tram stop;0;d;5000_007;zur n‰chsten;UBahnTramHaltestelle;U-Bahn/Tram-Haltestelle;;to the next;Subway/Tram stop;subway/tram stop;Luftlinie;Luftlinie zur n‰chsten;as the crow flies;as the crow flies to the next
d5000_008;Luftlinie zum n‰chsten Fahrradparkplatz;as the crow flies to the next bicycle parking;0;d;5000_008;zum n‰chsten;Fahrradparkplatz;Fahrradparkplatz;;to the next;Bicycle parking;bicycle parking;Luftlinie;Luftlinie zum n‰chsten;as the crow flies;as the crow flies to the next
d5000_009;Luftlinie zur n‰chsten Fahrradleihstation;as the crow flies to the next bicycle renting;0;d;5000_009;zur n‰chsten;FahrradLeihstation;Fahrradleihstation;;to the next;Bicycle renting;bicycle renting;Luftlinie;Luftlinie zur n‰chsten;as the crow flies;as the crow flies to the next
d5000_010;Luftlinie zur n‰chsten Car Sharing Station;as the crow flies to the next car shring station;0;d;5000_010;zur n‰chsten;CarSharingStation;Car Sharing Station;;to the next;Car shring station;car shring station;Luftlinie;Luftlinie zur n‰chsten;as the crow flies;as the crow flies to the next
d5000_011;Luftlinie zum n‰chsten S-/Regional-Bahnhof;as the crow flies to the next regional train station;0;d;5000_011;zum n‰chsten;SundRegionalBahnhof;S-/Regional-Bahnhof;;to the next;Regional train station;regional train station;Luftlinie;Luftlinie zum n‰chsten;as the crow flies;as the crow flies to the next
d5000_012;Luftlinie zur n‰chsten Elektroladestation;as the crow flies to the next electric mobility recharge station;0;d;5000_012;zur n‰chsten;Elektroladestation;Elektroladestation;;to the next;Electric mobility recharge station;electric mobility recharge station;Luftlinie;Luftlinie zur n‰chsten;as the crow flies;as the crow flies to the next
d5000_013;Luftlinie zur n‰chsten Tankstelle;as the crow flies to the next gas station;0;d;5000_013;zur n‰chsten;Tankstelle;Tankstelle;;to the next;Gas station;gas station;Luftlinie;Luftlinie zur n‰chsten;as the crow flies;as the crow flies to the next
d5000_014;Luftlinie zum n‰chsten Taxistand;as the crow flies to the next cab station;0;d;5000_014;zum n‰chsten;Taxistand;Taxistand;;to the next;Cab station;cab station;Luftlinie;Luftlinie zum n‰chsten;as the crow flies;as the crow flies to the next
d6000_001;Luftlinie zum n‰chsten Aussichtspunkt;as the crow flies to the next view point;0;d;6000_001;zum n‰chsten;Aussichtspunkt;Aussichtspunkt;;to the next;View point;view point;Luftlinie;Luftlinie zum n‰chsten;as the crow flies;as the crow flies to the next
d6000_002;Luftlinie zur n‰chsten Bar/Kneipe;as the crow flies to the next bar/pub;0;d;6000_002;zur n‰chsten;BarKneipe;Bar/Kneipe;;to the next;Bar/Pub;bar/pub;Luftlinie;Luftlinie zur n‰chsten;as the crow flies;as the crow flies to the next
d6000_003;Luftlinie zur n‰chsten Bibliothek/Buchhandlung;as the crow flies to the next library/book store;0;d;6000_003;zur n‰chsten;BibliothekBuchhandlung;Bibliothek/Buchhandlung;;to the next;Library/Book store;library/book store;Luftlinie;Luftlinie zur n‰chsten;as the crow flies;as the crow flies to the next
d6000_004;Luftlinie zum n‰chsten Club;as the crow flies to the next club;0;d;6000_004;zum n‰chsten;Club;Club;;to the next;Club;club;Luftlinie;Luftlinie zum n‰chsten;as the crow flies;as the crow flies to the next
d6000_005;Luftlinie zum n‰chsten Friedhof;as the crow flies to the next cementery;0;d;6000_005;zum n‰chsten;Friedhof;Friedhof;;to the next;Cementery;cementery;Luftlinie;Luftlinie zum n‰chsten;as the crow flies;as the crow flies to the next
d6000_006;Luftlinie zur n‰chsten Galerie;as the crow flies to the next gallery;0;d;6000_006;zur n‰chsten;Galerie;Galerie;;to the next;Gallery;gallery;Luftlinie;Luftlinie zur n‰chsten;as the crow flies;as the crow flies to the next
d6000_007;Luftlinie zum n‰chsten Gotteshaus;as the crow flies to the next church/religious facility;0;d;6000_007;zum n‰chsten;Gotteshaus;Gotteshaus;;to the next;Church/Religious facility;church/religious facility;Luftlinie;Luftlinie zum n‰chsten;as the crow flies;as the crow flies to the next
d6000_008;Luftlinie zum n‰chsten Jagd-/Fischereigebiet;as the crow flies to the next hunting/fishing zone;0;d;6000_008;zum n‰chsten;JagdundFischereigebiet;Jagd-/Fischereigebiet;;to the next;Hunting/Fishing zone;hunting/fishing zone;Luftlinie;Luftlinie zum n‰chsten;as the crow flies;as the crow flies to the next
d6000_009;Luftlinie zum n‰chsten Kino;as the crow flies to the next cinema;0;d;6000_009;zum n‰chsten;Kino;Kino;;to the next;Cinema;cinema;Luftlinie;Luftlinie zum n‰chsten;as the crow flies;as the crow flies to the next
d6000_010;Luftlinie zum n‰chsten Museum;as the crow flies to the next museum;0;d;6000_010;zum n‰chsten;Museum;Museum;;to the next;Museum;museum;Luftlinie;Luftlinie zum n‰chsten;as the crow flies;as the crow flies to the next
d6000_011;Luftlinie zum n‰chsten Park;as the crow flies to the next park;0;d;6000_011;zum n‰chsten;Park;Park;;to the next;Park;park;Luftlinie;Luftlinie zum n‰chsten;as the crow flies;as the crow flies to the next
d6000_012;Luftlinie zum n‰chsten Restaurant/CafÈ;as the crow flies to the next restaurant/cafÈ;0;d;6000_012;zum n‰chsten;RestaurantCafe;Restaurant/CafÈ;;to the next;Restaurant/CafÈ;restaurant/cafÈ;Luftlinie;Luftlinie zum n‰chsten;as the crow flies;as the crow flies to the next
d6000_013;Luftlinie zum n‰chsten Schwimmbad/Badestelle;as the crow flies to the next swiming pool/site;0;d;6000_013;zum n‰chsten;SchwimmbadBadestelle;Schwimmbad/Badestelle;;to the next;Swiming pool/site;swiming pool/site;Luftlinie;Luftlinie zum n‰chsten;as the crow flies;as the crow flies to the next
d6000_014;Luftlinie zur n‰chsten Sehensw¸rdigkeit;as the crow flies to the next sight;0;d;6000_014;zur n‰chsten;Sehenswuerdigkeit;Sehensw¸rdigkeit;;to the next;Sight;sight;Luftlinie;Luftlinie zur n‰chsten;as the crow flies;as the crow flies to the next
d6000_016;Luftlinie zum n‰chsten Spielplatz;as the crow flies to the next playground;0;d;6000_016;zum n‰chsten;Spielplatz;Spielplatz;;to the next;Playground;playground;Luftlinie;Luftlinie zum n‰chsten;as the crow flies;as the crow flies to the next
d6000_017;Luftlinie zur n‰chsten Sportst‰tte;as the crow flies to the next sports;0;d;6000_017;zur n‰chsten;Sportstaette;Sportst‰tte;;to the next;Sports;sports;Luftlinie;Luftlinie zur n‰chsten;as the crow flies;as the crow flies to the next
d6000_018;Luftlinie zum n‰chsten Theater;as the crow flies to the next theater;0;d;6000_018;zum n‰chsten;Theater;Theater;;to the next;Theater;theater;Luftlinie;Luftlinie zum n‰chsten;as the crow flies;as the crow flies to the next
d6000_019;Luftlinie zum n‰chsten Tiergehege;as the crow flies to the next animal park;0;d;6000_019;zum n‰chsten;Tiergehege;Tiergehege;;to the next;Animal park;animal park;Luftlinie;Luftlinie zum n‰chsten;as the crow flies;as the crow flies to the next
d6000_020;Luftlinie zur n‰chsten Touristeninformation;as the crow flies to the next tourist information;0;d;6000_020;zur n‰chsten;Touristeninformation;Touristeninformation;;to the next;Tourist information;tourist information;Luftlinie;Luftlinie zur n‰chsten;as the crow flies;as the crow flies to the next
d6000_021;Luftlinie zum n‰chsten Veranstaltungsort;as the crow flies to the next event location;0;d;6000_021;zum n‰chsten;Veranstaltungsort;Veranstaltungsort;;to the next;Event location;event location;Luftlinie;Luftlinie zum n‰chsten;as the crow flies;as the crow flies to the next
d6000_022;Luftlinie zum n‰chsten Weihnachtsmarkt;as the crow flies to the next christmas market;0;d;6000_022;zum n‰chsten;Weihnachtsmarkt;Weihnachtsmarkt;;to the next;Christmas market;christmas market;Luftlinie;Luftlinie zum n‰chsten;as the crow flies;as the crow flies to the next
d6000_023;Luftlinie zur n‰chsten Ausgleichsfl‰che;as the crow flies to the next ecological substitution area;0;d;6000_023;zur n‰chsten;Ausgleichsflaeche;Ausgleichsfl‰che;;to the next;Ecological substitution area;ecological substitution area;Luftlinie;Luftlinie zur n‰chsten;as the crow flies;as the crow flies to the next
d6000_024;Luftlinie zum n‰chsten Schutzgebiet;as the crow flies to the next protected natural area;0;d;6000_024;zum n‰chsten;Schutzgebiet;Schutzgebiet;;to the next;Protected natural area;protected natural area;Luftlinie;Luftlinie zum n‰chsten;as the crow flies;as the crow flies to the next
d6000_025;Luftlinie zum n‰chsten Hotel/Hostel;as the crow flies to the next hotel/hostel;0;d;6000_025;zum n‰chsten;HotelHostel;Hotel/Hostel;;to the next;Hotel/Hostel;hotel/hostel;Luftlinie;Luftlinie zum n‰chsten;as the crow flies;as the crow flies to the next
d6000_026;Luftlinie zum n‰chsten Wellness;as the crow flies to the next wellness;0;d;6000_026;zum n‰chsten;Wellness;Wellness;;to the next;Wellness;wellness;Luftlinie;Luftlinie zum n‰chsten;as the crow flies;as the crow flies to the next
d7000_001;Luftlinie zum n‰chsten B‰cker;as the crow flies to the next bakery;0;d;7000_001;zum n‰chsten;Baecker;B‰cker;;to the next;Bakery;bakery;Luftlinie;Luftlinie zum n‰chsten;as the crow flies;as the crow flies to the next
d7000_002;Luftlinie zur n‰chsten Bank;as the crow flies to the next bank;0;d;7000_002;zur n‰chsten;Bank;Bank;;to the next;Bank;bank;Luftlinie;Luftlinie zur n‰chsten;as the crow flies;as the crow flies to the next
d7000_003;Luftlinie zum n‰chsten Einkaufszentrum/Sonstiges Shopping;as the crow flies to the next mall/shopping;0;d;7000_003;zum n‰chsten;EinkaufszentrumSonstigeShopping;Einkaufszentrum/Sonstiges Shopping;;to the next;Mall/Shopping;mall/shopping;Luftlinie;Luftlinie zum n‰chsten;as the crow flies;as the crow flies to the next
d7000_004;Luftlinie zum n‰chsten Friseur;as the crow flies to the next hairdresser;0;d;7000_004;zum n‰chsten;Friseur;Friseur;;to the next;Hairdresser;hairdresser;Luftlinie;Luftlinie zum n‰chsten;as the crow flies;as the crow flies to the next
d7000_005;Luftlinie zum n‰chsten Geldautomat;as the crow flies to the next atm;0;d;7000_005;zum n‰chsten;Geldautomat;Geldautomat;;to the next;ATM;atm;Luftlinie;Luftlinie zum n‰chsten;as the crow flies;as the crow flies to the next
d7000_006;Luftlinie zum n‰chsten Kiosk;as the crow flies to the next kiosk;0;d;7000_006;zum n‰chsten;Kiosk;Kiosk;;to the next;Kiosk;kiosk;Luftlinie;Luftlinie zum n‰chsten;as the crow flies;as the crow flies to the next
d7000_007;Luftlinie zur n‰chsten Post;as the crow flies to the next post office;0;d;7000_007;zur n‰chsten;Post;Post;;to the next;Post office;post office;Luftlinie;Luftlinie zur n‰chsten;as the crow flies;as the crow flies to the next
d7000_008;Luftlinie zur n‰chsten Reinigung;as the crow flies to the next cleaning service;0;d;7000_008;zur n‰chsten;Reinigung;Reinigung;;to the next;Cleaning service;cleaning service;Luftlinie;Luftlinie zur n‰chsten;as the crow flies;as the crow flies to the next
d7000_009;Luftlinie zum n‰chsten Schuster/Schl¸sseldienst;as the crow flies to the next shoemaker/locksmith;0;d;7000_009;zum n‰chsten;SchusterSchluesseldienst;Schuster/Schl¸sseldienst;;to the next;Shoemaker/Locksmith;shoemaker/locksmith;Luftlinie;Luftlinie zum n‰chsten;as the crow flies;as the crow flies to the next
d7000_010;Luftlinie zum n‰chsten Wochenmarkt;as the crow flies to the next weeky market;0;d;7000_010;zum n‰chsten;Wochenmarkt;Wochenmarkt;;to the next;Weeky market;weeky market;Luftlinie;Luftlinie zum n‰chsten;as the crow flies;as the crow flies to the next
d7000_011;Luftlinie zum n‰chsten Lebensmittelgesch‰ft;as the crow flies to the next grocery stores;0;d;7000_011;zum n‰chsten;Lebensmittelgeschaeft;Lebensmittelgesch‰ft;;to the next;Grocery stores;grocery stores;Luftlinie;Luftlinie zum n‰chsten;as the crow flies;as the crow flies to the next
d7000_012;Luftlinie zum n‰chsten Anwalt;as the crow flies to the next lawyer;0;d;7000_012;zum n‰chsten;Anwalt;Anwalt;;to the next;Lawyer;lawyer;Luftlinie;Luftlinie zum n‰chsten;as the crow flies;as the crow flies to the next
d7000_013;Luftlinie zum n‰chsten Finanzberater;as the crow flies to the next financial consultant;0;d;7000_013;zum n‰chsten;Finanzberater;Finanzberater;;to the next;Financial consultant;financial consultant;Luftlinie;Luftlinie zum n‰chsten;as the crow flies;as the crow flies to the next
d7000_014;Luftlinie zum n‰chsten Tierarzt;as the crow flies to the next vetinarian;0;d;7000_014;zum n‰chsten;Tierarzt;Tierarzt;;to the next;Vetinarian;vetinarian;Luftlinie;Luftlinie zum n‰chsten;as the crow flies;as the crow flies to the next
d7000_015;Luftlinie zum n‰chsten Rotlicht;as the crow flies to the next red light;0;d;7000_015;zum n‰chsten;Rotlicht;Rotlicht;;to the next;Red light;red light;Luftlinie;Luftlinie zum n‰chsten;as the crow flies;as the crow flies to the next
d7000_016;Luftlinie zum n‰chsten Gl¸cksspiel;as the crow flies to the next gambling;0;d;7000_016;zum n‰chsten;Gluecksspiel;Gl¸cksspiel;;to the next;Gambling;gambling;Luftlinie;Luftlinie zum n‰chsten;as the crow flies;as the crow flies to the next
d7000_017;Luftlinie zur n‰chsten ÷ffentliche Toiletten;as the crow flies to the next public toilete;0;d;7000_017;zur n‰chsten;OeffentlicheToiletten;÷ffentliche Toiletten;;to the next;Public toilete;public toilete;Luftlinie;Luftlinie zur n‰chsten;as the crow flies;as the crow flies to the next
d7000_018;Luftlinie zur n‰chsten Videothek;as the crow flies to the next video store;0;d;7000_018;zur n‰chsten;Videothek;Videothek;;to the next;Video store;video store;Luftlinie;Luftlinie zur n‰chsten;as the crow flies;as the crow flies to the next
d7000_019;Luftlinie zur n‰chsten Fahrschule;as the crow flies to the next driving school;0;d;7000_019;zur n‰chsten;Fahrschule;Fahrschule;;to the next;Driving school;driving school;Luftlinie;Luftlinie zur n‰chsten;as the crow flies;as the crow flies to the next
d7000_020;Luftlinie zum n‰chsten Nagelstudio/Kosmetik;as the crow flies to the next nail bar/cosmetics;0;d;7000_020;zum n‰chsten;NagelstudioKosmetik;Nagelstudio/Kosmetik;;to the next;Nail bar/cosmetics;nail bar/cosmetics;Luftlinie;Luftlinie zum n‰chsten;as the crow flies;as the crow flies to the next
d7000_021;Luftlinie zum n‰chsten Handwerk;as the crow flies to the next handcraft;0;d;7000_021;zum n‰chsten;HandwerkVerschiedene;Handwerk;;to the next;Handcraft;handcraft;Luftlinie;Luftlinie zum n‰chsten;as the crow flies;as the crow flies to the next
d7000_022;Luftlinie zum n‰chsten Autohandel;as the crow flies to the next car dealer;0;d;7000_022;zum n‰chsten;Autohandel;Autohandel;;to the next;Car dealer;car dealer;Luftlinie;Luftlinie zum n‰chsten;as the crow flies;as the crow flies to the next
d7000_023;Luftlinie zur n‰chsten Bestattung;as the crow flies to the next motician;0;d;7000_023;zur n‰chsten;Bestattung;Bestattung;;to the next;Motician;motician;Luftlinie;Luftlinie zur n‰chsten;as the crow flies;as the crow flies to the next
d7000_024;Luftlinie zum n‰chsten Optiker/Hˆrger‰te;as the crow flies to the next optics/hearing devices;0;d;7000_024;zum n‰chsten;OptikerHoergeraete;Optiker/Hˆrger‰te;;to the next;Optics/Hearing devices;optics/hearing devices;Luftlinie;Luftlinie zum n‰chsten;as the crow flies;as the crow flies to the next
d7000_025;Luftlinie zum n‰chsten Schneider;as the crow flies to the next tailor;0;d;7000_025;zum n‰chsten;Schneider;Schneider;;to the next;Tailor;tailor;Luftlinie;Luftlinie zum n‰chsten;as the crow flies;as the crow flies to the next
d8000_001;Luftlinie zur n‰chsten Untersuchungsgebiet;as the crow flies to the next study area;0;d;8000_001;zur n‰chsten;Untersuchungsgebiet;Untersuchungsgebiet;;to the next;Study area;study area;Luftlinie;Luftlinie zur n‰chsten;as the crow flies;as the crow flies to the next
d8000_002;Luftlinie zur n‰chsten Kommune;as the crow flies to the next municipality;0;d;8000_002;zur n‰chsten;Kommune;Kommune;;to the next;Municipality;municipality;Luftlinie;Luftlinie zur n‰chsten;as the crow flies;as the crow flies to the next
d8000_003;Luftlinie zum n‰chsten Postleitzahlgebiet;as the crow flies to the next zip code region;0;d;8000_003;zum n‰chsten;Postleitzahlgebiet;Postleitzahlgebiet;;to the next;ZIP code region;zip code region;Luftlinie;Luftlinie zum n‰chsten;as the crow flies;as the crow flies to the next
d8000_004;Luftlinie zum n‰chsten Stadtteil;as the crow flies to the next city district;0;d;8000_004;zum n‰chsten;Stadtteil;Stadtteil;;to the next;City district;city district;Luftlinie;Luftlinie zum n‰chsten;as the crow flies;as the crow flies to the next
d8000_005;Luftlinie zum n‰chsten StatistischeBezirkWahlbezirk;as the crow flies to the next statistical/vote district;0;d;8000_005;zum n‰chsten;StatistischeBezirkWahlbezirk;StatistischeBezirkWahlbezirk;;to the next;Statistical/Vote district;statistical/vote district;Luftlinie;Luftlinie zum n‰chsten;as the crow flies;as the crow flies to the next
d8000_006;Luftlinie zur n‰chsten Richtwertzone;as the crow flies to the next ground value zone;0;d;8000_006;zur n‰chsten;Richtwertzone;Richtwertzone;;to the next;Ground value zone;ground value zone;Luftlinie;Luftlinie zur n‰chsten;as the crow flies;as the crow flies to the next
d8000_007;Luftlinie zum n‰chsten Quartier;as the crow flies to the next city quartet;0;d;8000_007;zum n‰chsten;Quartier;Quartier;;to the next;City quartet;city quartet;Luftlinie;Luftlinie zum n‰chsten;as the crow flies;as the crow flies to the next
d8000_008;Luftlinie zur n‰chsten Bauleitplanung;as the crow flies to the next land use planning;0;d;8000_008;zur n‰chsten;Bauleitplanung;Bauleitplanung;;to the next;Land use planning;land use planning;Luftlinie;Luftlinie zur n‰chsten;as the crow flies;as the crow flies to the next
d8000_009;Luftlinie zum n‰chsten Baublock;as the crow flies to the next building block;0;d;8000_009;zum n‰chsten;Baublock;Baublock;;to the next;Building block;building block;Luftlinie;Luftlinie zum n‰chsten;as the crow flies;as the crow flies to the next
d8000_010;Luftlinie zur n‰chsten Adresse;as the crow flies to the next address;0;d;8000_010;zur n‰chsten;Adresse;Adresse;;to the next;Address;address;Luftlinie;Luftlinie zur n‰chsten;as the crow flies;as the crow flies to the next
d8000_011;Luftlinie zur n‰chsten Adresskoordinate;as the crow flies to the next address coordinate;0;d;8000_011;zur n‰chsten;Adresskoordinate;Adresskoordinate;;to the next;Address coordinate;address coordinate;Luftlinie;Luftlinie zur n‰chsten;as the crow flies;as the crow flies to the next
d8000_012;Luftlinie zur n‰chsten Person;as the crow flies to the next person;0;d;8000_012;zur n‰chsten;Person;Person;;to the next;Person;person;Luftlinie;Luftlinie zur n‰chsten;as the crow flies;as the crow flies to the next
d9000_001;Luftlinie zur n‰chsten Ampel;as the crow flies to the next stop light;0;d;9000_001;zur n‰chsten;Ampel;Ampel;;to the next;Stop light;stop light;Luftlinie;Luftlinie zur n‰chsten;as the crow flies;as the crow flies to the next
d9000_002;Luftlinie zur n‰chsten Dauerbaustelle;as the crow flies to the next construction site;0;d;9000_002;zur n‰chsten;Dauerbaustellen;Dauerbaustelle;;to the next;Construction site;construction site;Luftlinie;Luftlinie zur n‰chsten;as the crow flies;as the crow flies to the next
d9000_003;Luftlinie zur n‰chsten Barriere;as the crow flies to the next barrier;0;d;9000_003;zur n‰chsten;Barrieren;Barriere;;to the next;Barrier;barrier;Luftlinie;Luftlinie zur n‰chsten;as the crow flies;as the crow flies to the next
d9000_004;Luftlinie zum n‰chsten Fahrradwegenetz;as the crow flies to the next bicycle network;0;d;9000_004;zum n‰chsten;Fahrradwegenetz;Fahrradwegenetz;;to the next;Bicycle network;bicycle network;Luftlinie;Luftlinie zum n‰chsten;as the crow flies;as the crow flies to the next
d9000_005;Luftlinie zum n‰chsten Fuﬂ-/Wanderweg;as the crow flies to the next pedestrian network;0;d;9000_005;zum n‰chsten;FussWanderwege;Fuﬂ-/Wanderweg;;to the next;Pedestrian network;pedestrian network;Luftlinie;Luftlinie zum n‰chsten;as the crow flies;as the crow flies to the next
d9000_006;Luftlinie zum n‰chsten Liniennetz ÷PNV;as the crow flies to the next public transportation network;0;d;9000_006;zum n‰chsten;LiniennetzOePNV;Liniennetz ÷PNV;;to the next;Public transportation network;public transportation network;Luftlinie;Luftlinie zum n‰chsten;as the crow flies;as the crow flies to the next
d9000_007;Luftlinie zum n‰chsten Straﬂennetz;as the crow flies to the next streets network;0;d;9000_007;zum n‰chsten;Strassennetz;Straﬂennetz;;to the next;Streets network;streets network;Luftlinie;Luftlinie zum n‰chsten;as the crow flies;as the crow flies to the next
d9000_008;Luftlinie zur n‰chsten Leitung;as the crow flies to the next technical line;0;d;9000_008;zur n‰chsten;Leitung;Leitung;;to the next;Technical line;technical line;Luftlinie;Luftlinie zur n‰chsten;as the crow flies;as the crow flies to the next
d1100_001;Luftlinie zur n‰chsten Biogasanlage;as the crow flies to the next biogas plant;0;d;1100_001;zur n‰chsten;Biogasanlage;Biogasanlage;;to the next;Biogas plant;biogas plant;Luftlinie;Luftlinie zur n‰chsten;as the crow flies;as the crow flies to the next
d1100_002;Luftlinie zum n‰chsten Blockheizkraftwerk;as the crow flies to the next communal heating plant;0;d;1100_002;zum n‰chsten;Blockheizkraftwerk;Blockheizkraftwerk;;to the next;Communal heating plant;communal heating plant;Luftlinie;Luftlinie zum n‰chsten;as the crow flies;as the crow flies to the next
d1100_003;Luftlinie zur n‰chsten Deponie;as the crow flies to the next landfill;0;d;1100_003;zur n‰chsten;Deponie;Deponie;;to the next;Landfill;landfill;Luftlinie;Luftlinie zur n‰chsten;as the crow flies;as the crow flies to the next
d1100_004;Luftlinie zur n‰chsten Kl‰rschlammausbringung;as the crow flies to the next sludge disposal;0;d;1100_004;zur n‰chsten;Klaerschlammausbringung;Kl‰rschlammausbringung;;to the next;Sludge disposal;sludge disposal;Luftlinie;Luftlinie zur n‰chsten;as the crow flies;as the crow flies to the next
d1100_005;Luftlinie zum n‰chsten Kl‰rwerk;as the crow flies to the next waste water treatment plant;0;d;1100_005;zum n‰chsten;Klaerwerk;Kl‰rwerk;;to the next;Waste water treatment plant;waste water treatment plant;Luftlinie;Luftlinie zum n‰chsten;as the crow flies;as the crow flies to the next
d1100_006;Luftlinie zur n‰chsten Kraft-W‰rme-Kopplungsanlagen;as the crow flies to the next cogeneration system;0;d;1100_006;zur n‰chsten;Kraftwaermekopplungsanlagen;Kraft-W‰rme-Kopplungsanlagen;;to the next;Cogeneration system;cogeneration system;Luftlinie;Luftlinie zur n‰chsten;as the crow flies;as the crow flies to the next
d1100_007;Luftlinie zur n‰chsten Solaranlage;as the crow flies to the next solar energy;0;d;1100_007;zur n‰chsten;Solaranlage;Solaranlage;;to the next;Solar energy;solar energy;Luftlinie;Luftlinie zur n‰chsten;as the crow flies;as the crow flies to the next
d1100_008;Luftlinie zur n‰chsten Pumpstation;as the crow flies to the next pumping station;0;d;1100_008;zur n‰chsten;Pumpstation;Pumpstation;;to the next;Pumping station;pumping station;Luftlinie;Luftlinie zur n‰chsten;as the crow flies;as the crow flies to the next
d1100_009;Luftlinie zur n‰chsten Windkraftanlage;as the crow flies to the next wind turbine;0;d;1100_009;zur n‰chsten;Windkraftanlage;Windkraftanlage;;to the next;Wind turbine;wind turbine;Luftlinie;Luftlinie zur n‰chsten;as the crow flies;as the crow flies to the next
d1100_010;Luftlinie zum n‰chsten Flieﬂgew‰sser;as the crow flies to the next rivers and streams;0;d;1100_010;zum n‰chsten;Fliessgewaesser;Flieﬂgew‰sser;;to the next;Rivers and streams;rivers and streams;Luftlinie;Luftlinie zum n‰chsten;as the crow flies;as the crow flies to the next
d1100_011;Luftlinie zum n‰chsten stehenden Gew‰sser;as the crow flies to the next lakes and ponds;0;d;1100_011;zum n‰chsten;StehendeGewaesser;stehenden Gew‰sser;x;to the next;Lakes and ponds;lakes and ponds;Luftlinie;Luftlinie zum n‰chsten;as the crow flies;as the crow flies to the next
d1100_012;Luftlinie zur n‰chsten Landnutzung;as the crow flies to the next landuse;0;d;1100_012;zur n‰chsten;Landnutzung;Landnutzung;;to the next;Landuse;landuse;Luftlinie;Luftlinie zur n‰chsten;as the crow flies;as the crow flies to the next
